name,address,tags,rate,ID,representative_menu,place_price,menu_list,iamge_URL
다케오 호르몬 데판야끼,서울 중구 을지로12길 14 1층,"중구, 한식",5.0,1077544597,와규 안심살,22000,"[('와규 치마살', '21,000원'), ('토시살', '17,500원'), ('부채살', '15,500원'), ('갈비살', '17,500원'), ('살치살', '21,500원'), ('마루초(대창)', '18,500원'), ('곱창', '17,500원'), ('믹스호르몬', '18,500원'), ('부채살&믹스호르몬', '19,000원'), ('야채모듬구이', '8,000원'), ('구운치즈', '9,000원'), ('카스 생맥주', '5,000원'), ('맥스 생맥주', '5,000원'), ('처음처럼', '5,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230907_253%2F1694071814455SKk31_JPEG%2FIMG_1763-1.
뼈탄집 을지로점,서울 중구 을지로 114-1 1층,"중구, 한식",5.0,1566201265,한정판매 숙성 뼈탄삼겹살(2인이상),19000,"[('숙성삼겹살', '17,000원'), ('매운직화 뼈구이', '17,000원'), ('숙성목살', '17,000원'), ('숙성가브리살', '18,000원'), ('숙성항정살', '18,000원'), ('계탄밥', '9,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230904_172%2F1693812594838C1nMi_JPEG%2F%25B3%25AA_%25281%2529.jpg
명동교자 본점,서울 중구 명동10길 29,"중구, 한식",5.0,11592650,칼국수,11000,"[('만두', '12,000원'), ('비빔국수', '11,000원'), ('콩국수(23년4월15일~10월15일)', '12,000원'), ('포장만두', '12,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181013_227%2F1539396528420UECHH_JPEG%2FhW6fzasUvHvuw87tK52i5wGP.jpg
남기남 부대찌개 명동점,서울 중구 명동4길 16-1 2층 남기남 부대찌개,"중구, 한식",5.0,1016494771,프리미엄 부대찌개,12000,"[('우삼겹 부대볶음', '14,000원'), ('프리미엄 남기남부대찌개 2인', '24,000원'), ('프리미엄 남기남부대찌개 3인', '36,000원'), ('프리미엄 남기남부대찌개 4인', '48,000원'), ('나가사끼 남기남부대찌개 2인', '24,000원'), ('나가사끼 남기남부대찌개 3인', '36,000원'), ('나가사끼 부대찌개', '12,000원'), ('우삼겹 부대찌개', '14,000원'), ('잡채', '25,000원'), ('해물파전', '20,000원'), ('계란말이', '12,000원'), ('왕만두', '10,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230316_91%2F1678938441946Xd74p_JPEG%2F11.jpg
산청숯불가든 을지로,서울 중구 을지로 114-6 1층,"중구, 한식",5.0,1850187827,삼겹살 재래식 소금구이 (500g),58000,"[('고초장 양념구이 (160g)', '19,000원'), ('항정살 (160g/한정판매)', '21,000원'), ('한우생등심 1++ (120g)', '39,000원'), ('한우암소육회 (120g)', '23,000원'), ('가브리살 (160g/한정판매)', '19,000원'), ('검은콩 한우된장', '9,000원'), ('흑돼지 김치찌개', '9,000원'), ('김치온국수', '7,000원'), ('지리산 칡냉면 (물/비빔)', '7,000원'), ('산청볶음밥', '11,000원'), ('계란찜', '5,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230823_4%2F1692776851726ldnS5_PNG%2F%25BB%25EA%25C3%25BB_%25B7%25CE%25B0%25ED_%25C0%25FC%25C3%25BC_%25C0%25FC%25B4%25DE%25BF%25EB-07.png
다올 숯불구이,"서울 중구 명동8길 8-11 1, 2층","중구, 한식",5.0,1220312094,돼지양념갈비 점심특선(250g),15000,"[('LA갈비 점심정식(160g)', '18,000원'), ('돼지양념갈비(250g)', '17,000원'), ('이베리코(150g)', '19,000원'), ('숙성삼겹살(150g)', '17,000원'), ('허브닭갈비(200g)', '17,000원'), ('LA갈비(200g)', '32,000원'), ('소양념갈비(250g)', '38,000원'), ('한우꽃등심(150g)', '49,000원'), ('소갈비살(150g)', '30,000원'), ('육회(130g)', '28,000원'), ('잡채', '25,000원'), ('해물파전', '20,000원'), ('계란찜', '10,000원'), ('버섯구이', '15,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231105_190%2F16991792758835guPi_PNG%2F123.png
삼겹살 전문점 대통령,서울 중구 장충단로 249-24,"중구, 한식",5.0,48729816,차돌세트(차돌1인분+삼겹살2인분),59000,"[('육회세트(삼겹살2인분+육회100g)', '50,000원'), ('숙성삽겹살', '17,000원'), ('구이 삼겹살', '17,000원'), ('벌꿀먹은 빨간돼지', '17,000원'), ('한우 차돌박이 2+', '26,000원'), ('꽃게 한마리 칼국수(小)', '18,000원'), ('냉면', '7,000원'), ('김치찌개', '7,000원'), ('된장찌개', '5,000원'), ('하이볼', '8,000원'), ('홍초소주', '10,000원'), ('대통대잎술', '28,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230914_41%2F1694662203210p4uzj_JPEG%2FKakaoTalk_20230914_122902128.jpg
은주정,서울 중구 창경궁로8길 32,"중구, 한식",5.0,13097213,저녁 고소한 삼겹살,16000,"[('(점심) 쌈싸먹는 김치찌개', '11,000원'), ('(저녁)삼겹살+김치찌개', '16,000원'), ('(점심)비빔쫄면', '9,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160108_58%2F1452234909445RAOOj_JPEG%2F176058556528920_0.jpg
금돼지식당,서울 중구 다산로 149,"중구, 한식",5.0,37869877,눈꽃목살(1인분150g),18000,"[('본삼겹(1인분150g)', '19,000원'), ('등목살(150g)', '21,000원'), ('껍데기(120g)', '14,000원'), ('통돼지 김치찌개', '8,000원'), ('바질쌈', '5,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200318_209%2F1584503270761pysjC_JPEG%2FBz1xrQuuzh6QW3RhWi9bP7vG.jpeg.jpg
사랑방칼국수,서울 중구 퇴계로27길 46,"중구, 한식",5.0,11720161,칼국수,7000,"[('닭곰탕', '6,500원'), ('백반', '9,000원'), ('통닭 백숙', '16,000원'), ('토종닭', '35,000원'), ('특칼국수', '7,400원'), ('곱배기 칼국수', '7,200원'), ('계란넣은칼국수', '7,200원'), ('한마리', '18,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_280%2F1441028593673didXq_JPEG%2F11720161_0.jpg
부암닭구이,서울 중구 을지로3길 21 부암닭구이,"중구, 한식",5.0,31371102,모둠구이,40000,"[('사이소금', '13,000원'), ('사이간장', '14,000원'), ('사이양념', '14,000원'), ('무뼈닭발', '15,000원'), ('더덕구이', '15,000원'), ('안창살', '15,000원'), ('된장찌개', '8,000원'), ('비빔막국수', '8,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230918_71%2F1695010295471iKABj_JPEG%2FKakaoTalk_20230913_234627266_09.jpg
해빈 칼국수,서울 중구 퇴계로74길 9 1층,"중구, 한식",5.0,1815073825,얼큰 칼국수,9000,"[('얼큰 칼제비', '9,000원'), ('바지락 칼국수', '9,000원'), ('바지락 칼제비', '9,000원'), ('왕만두 (고기,김치,반반)', '6,000원'), ('국내산 삼겹 수육', '15,000원'), ('콩국수', '9,000원'), ('주류 (소주,맥주,막걸리)', '5,000원'), ('음료수 (콜라,제로콜라,사이다,환타)', '2,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230520_170%2F16845779247566AmHh_PNG%2F49444236.png
골뱅이신사,서울 중구 다산로 143-1,"중구, 한식",5.0,1697686096,생골뱅이탕 2인,39000,"[('생골뱅이탕 3인', '49,000원'), ('생골뱅이탕 4인', '59,000원'), ('피문어통숙회 중', '49,000원'), ('피문어통숙회 대', '69,000원'), ('골뱅이 한판', '49,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210803_233%2F1627975436159sGKzo_JPEG%2FeUV4ocbnJ4yEwdlJRds47wHQ.jpg
우래옥,서울 중구 창경궁로 62-29,"중구, 한식",5.0,11679381,불고기,37000,"[('평양냉면', '16,000원'), ('비빔냉면', '16,000원'), ('온면', '16,000원'), ('김치말이냉면', '16,000원'), ('장국밥', '15,000원'), ('육개장', '16,000원'), ('갈비탕', '18,000원'), ('갈비', '53,000원'), ('대긴갈비', '57,000원'), ('육회', '58,000원'), ('소금구이', '62,000원'), ('혀밑구이', '35,000원'), ('혀밑소금구이', '35,000원'), ('염통구이', '35,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_131%2F1441017839808DchkO_JPEG%2F11679381_0.jpg
을지오뎅,서울 중구 수표로 54,"중구, 한식",5.0,19885759,도루묵구이,15000,"[('도루묵조림(대)', '28,000원'), ('도루묵조림(중)', '23,000원'), ('시사모구이', '14,000원'), ('삶은오징어', '14,000원'), ('황태양념구이', '14,000원'), ('오뎅 1꼬치', '1,500원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_49%2F1441021542415fnXVX_JPEG%2FSUBMIT_1371793920870_19885759.jpg
평양면옥,서울 중구 장충단로 207,"중구, 한식",5.0,13578191,비빔냉면곱배기,22000,"[('냉면', '15,000원'), ('비빔냉면', '15,000원'), ('제육(돼지고기)', '34,000원'), ('불고기(1인분)', '37,000원'), ('어복쟁반 대', '100,000원'), ('쟁반추가고기', '60,000원'), ('온면', '15,000원'), ('냉면곱배기', '22,000원'), ('만두국', '15,000원'), ('접시만두', '15,000원'), ('추가만두', '8,000원'), ('편육', '35,000원'), ('편육 반', '19,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160225_173%2F14563784706329Bj12_JPEG%2F176175546449505_0.jpg
목멱산방,서울 중구 퇴계로20길 71 1층 목멱산방,"중구, 한식",5.0,13573290,육회비빔밥,14000,"[('치즈김치전', '13,000원'), ('산방비빔밥', '9,000원'), ('곤드레간장비빔밥', '9,000원'), ('두부된장비빔밥', '10,000원'), ('불고기비빔밥', '12,000원'), ('닭가슴살 수란간장비빔밥', '12,000원'), ('산방육개장', '10,000원'), ('해산물부추전', '11,000원'), ('도토리묵 야채무침', '10,000원'), ('닭가슴살 야채무침', '12,000원'), ('검은깨두부와 보쌈', '14,000원'), ('막걸리 한잔(인생은비빔밥7.6%)', '3,000원'), ('소주 한 잔(서울의 밤25%)', '4,500원'), ('청주 한 잔(한산소곡주 16%)', '5,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190208_292%2F1549607629901nLwo5_JPEG%2FOy8UmpFqERqgcAnWA5zOIdVE.jpg
갯벌의조개 충무로역점,서울 중구 퇴계로31길 14 1층,"중구, 한식",5.0,1125939997,대왕조개전골 小 (2인),49000,"[('대왕조개전골 中 (3인)', '69,000원'), ('대왕조개전골 大 (4인)', '89,000원'), ('[점심특선] 조개칼국수', '10,000원'), ('[점심특선]샤브등심조개칼국수', '14,000원'), ('[점심특선]전복조개칼국수', '14,000원'), ('[점심특선]낙지조개칼국수', '17,000원'), ('[점심특선]미나리꼬막비빔밥', '10,000원'), ('미나리꼬막무침', '22,000원'), ('소고기등심 샤브추가', '9,900원'), ('문어추가', '20,000원'), ('가리비추가', '20,000원'), ('날치알주먹밥', '4,000원'), ('치즈폭탄계란찜', '8,000원'), ('연태하이볼', '8,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230816_91%2F16921495606131pgBC_JPEG%2FKakaoTalk_20230808_212333763_15.jpg
주공 본점,서울 중구 청구로 69 1층,"중구, 한식",5.0,1239869930,고급 국산 암퇘지 목살,12000,"[('고급 국산 암퇘지 삼겹살', '12,000원'), ('미나리바가지', '5,000원'), ('국산대패', '12,000원'), ('태백고냉지 국산김치', '무료'), ('볶음밥', '4,000원'), ('주공물쫄면', '6,000원'), ('주공비쫄면', '6,000원'), ('비빔면', '4,000원'), ('짜짜라짜~짜~파게티', '4,000원'), ('고추장찌개', '7,000원'), ('된장찌개', '5,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230629_183%2F1688031608806gUJn1_JPEG%2FKakaoTalk_20230629_183826413_03.jpg
신동궁감자탕 명동직영점,서울 중구 명동9길 43,"중구, 한식",5.0,275980821,뼈해장국,10000,"[('묵은지김치찜', '10,000원'), ('낙지뚝배기', '11,000원'), ('감자탕 중', '39,000원'), ('뼈찜 소', '36,000원'), ('뼈숯불구이 중', '42,000원'), ('뚝배기 불고기', '10,000원'), ('뼈숯불구이 대', '48,000원'), ('뼈숯불구이 소', '36,000원'), ('감자탕 대', '45,000원'), ('감자탕 소', '33,000원'), ('뼈찜 대', '48,000원'), ('뼈찜 중', '42,000원'), ('감자탕 뼈추가', '20,000원'), ('숯불,뼈짐 뼈추가', '22,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190821_223%2F1566382419106DhpCK_JPEG%2F4NsxWXQTat0WCSWymum-Okxh.jpg
연해장,서울 중구 다산로44길 90 1층 연해장,"중구, 한식",5.0,1325161415,돼지곱창전골 小,30000,"[('돼지곱창전골 中', '35,000원'), ('돼지곱창전골 大', '40,000원'), ('감자전', '16,000원'), ('묵은지말이', '6,000원'), ('묵은지곱창 볶음밥 (2인분)', '10,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230428_186%2F1682653164942zklkK_JPEG%2F%25BF%25AC%25C7%25D8%25C0%25E5_-__%252812%2529.jpg
필동면옥,서울 중구 서애로 26,"중구, 한식",5.0,11678838,냉면,14000,"[('비빔', '14,000원'), ('온면', '14,000원'), ('사리', '9,000원'), ('접시만두', '14,000원'), ('만두국', '14,000원'), ('제육', '30,000원'), ('수육', '32,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220815_107%2F1660543682523qkdYr_JPEG%2FScreenshot_20220813-201908_Instagram.jpg
농민백암순대 시청직영점,서울 중구 남대문로1길 33,"중구, 한식",5.0,37882995,국밥,10000,"[('술국', '19,000원'), ('모둠수육', '36,000원'), ('오소리감투', '18,000원'), ('토종순대', '13,000원'), ('국밥(특)', '12,000원'), ('국밥(정식)', '15,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160513_148%2F1463116539547EdEXt_JPEG%2F176460638428389_0.jpeg
미성옥,서울 중구 명동길 25-11,"중구, 한식",5.0,11727415,설렁탕,11000,"[('설렁탕 특', '13,000원'), ('수육(소)', '35,000원'), ('수육 (대)', '45,000원')]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_153%2F1441030525832WYAC0_JPEG%2F166755615825157_0.jpg
